"source","target","flow","weight"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/user/profil/d52ae4e5213c86d185c74896b1abc548","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/1782151288102765/Weltbeste-Pfirsichmarmelade-Nachtischmarmelade.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/4381761750757495/Alt-Willicher-Rinderbraten-mit-Portweinjus-an-Prinzessbohnen-und-Spiralkartoffeln.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/1843321298641267/Bohnen-einkochen.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/2942971446566339/Bester-und-leckerster-Zwetschgenkuchen-mit-Streuseln.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/4148901660849051/Brombeer-Essig.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/2382601377622138/Mirabellenmarmelade.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/1149311221218672/Tagliatelle-mit-Pfifferling-und-Sahnesauce.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/1639971271583788/Ratatouille.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/1115971217685846/Zwetschgenkuchen.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/2371941376313825/Veganer-Zwetschgenkuchen-mit-Zimtstreuseln.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/2478381390118576/Mango-Gefluegelsalat.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rezepte/4147301660317554/Ringlo-Streuselkuchen.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/kategorie/612938991-backen-suess-und-herzhaft","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/203293753717500-joghurt-muffins-heidelbeeren","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/198974396184379-cherry-pie","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/200136059499229-johannisbeer-muffins-mit-joghurt","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/197933542736218-johannisbeer-streusel-schnitten-2","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/161551125670648-stracciatella-erdbeer-torte-10","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/665804690-pflaumenkuchen-schnelle-und-klassische-varianten-1","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/200789330605686-heidelbeer-shortbread","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/200766961774757-orangen-kokos-cheesecake","INTERNAL_LINK","1"
